number,word,hira,pos,prop1,sub_prop1,prop2,sub_prop2,prop3,sub_prop3,remark,meaning,cnt-word,cnt-word-hira,tmp
283,お金,おかね,五十音,名词,,,,,,,钱、钞票,1,1,"(お金,おかね)"
284,起きる,おきる,L08,动词,动2,,,,,自,起床、发生,1,1,"(起きる,おきる)"
285,奥,おく,,名词,,,,,,,里面、深处,1,1,"(奥,おく)"
286,置く,おく,,动词,动1,,,,,他,放置,1,1,"(置く,おく)"
287,奥さん,おくさん,,名词,,,,,,,夫人、太太,1,1,"(奥さん,おくさん)"
288,贈る,おくる,,动词,动1,,,,,他,赠送,1,1,"(贈る,おくる)"
289,送る,おくる,Ｌ11,动词,动1,,,,,他,送、汇、邮寄,1,1,"(送る,おくる)"
290,遅れる,おくれる,,动词,动2,,,,,自,落后、迟到、晚点、延误,1,1,"(遅れる,おくれる)"
291,起こす,おこす,,动词,动1,,,,,他,叫醒、竖起、立起,1,1,"(起こす,おこす)"
292,行う,おこなう,,动词,动1,,,,,他,举行、进行、举办,1,1,"(行う,おこなう)"
293,起こる,おこる,,动词,动1,,,,,自,起、发生、闹、产生,1,1,"(起こる,おこる)"
294,怒る,おこる,,动词,动1,,,,,自,怒、生气,1,1,"(怒る,おこる)"
295,押さえる,おさえる,,动词,动2,,,,,他,按住、扣住、阻止、抑制,1,1,"(押さえる,おさえる)"
296,幼い,おさない,,形容词,形1,,,,,,幼小、幼年、幼稚,1,1,"(幼い,おさない)"
297,収める,おさめる,,动词,动2,,,,,他,接受、收存、取得,1,1,"(収める,おさめる)"
298,叔父,おじ,,名词,,,,,,,叔叔、舅舅、姑父、姨父,1,1,"(叔父,おじ)"
299,惜しい,おしい,,形容词,形1,,,,,,可惜、遗憾、舍不得,1,1,"(惜しい,おしい)"
300,お爺さん,おじいさん,,名词,,,,,,,爷爷、祖父,1,1,"(お爺さん,おじいさん)"
301,教える,おしえる,,动词,动2,,,,,他,教、告诉,1,1,"(教える,おしえる)"
302,お辞儀,おじぎ,,名词,,动词,动3,,,自,鞠躬、行礼,1,1,"(お辞儀,おじぎ)"
303,お嬢さん,おじょうさん,,名词,,,,,,,小姐、姑娘、千金,1,1,"(お嬢さん,おじょうさん)"
304,押す,おす,,动词,动1,,,,,他,推、压,1,1,"(押す,おす)"
305,遅い,おそい,,形容词,形1,,,,,,慢、缓慢、晚,1,1,"(遅い,おそい)"
306,恐らく,おそらく,,副词,,,,,,,大概、也许、恐怕,1,1,"(恐らく,おそらく)"
307,恐れる,おそれる,,动词,动2,,,,,自,害怕、担心,1,1,"(恐れる,おそれる)"
308,恐ろしい,おそろしい,,形容词,形1,,,,,,可怕的、惊人的,1,1,"(恐ろしい,おそろしい)"
309,教わる,おそわる,,动词,动1,,,,,他,受教、跟学习,1,1,"(教わる,おそわる)"
310,落ち着く,おちつく,,动词,动1,,,,,自,沉着、冷静,1,1,"(落ち着く,おちつく)"
311,お茶,おちゃ,,名词,,,,,,,茶,1,1,"(お茶,おちゃ)"
312,落ちる,おちる,,动词,动2,,,,,自,降落、落下、倒塌、洒、脱落,1,1,"(落ちる,おちる)"
313,夫,おっと,,名词,,,,,,,丈夫,1,1,"(夫,おっと)"
314,お釣り,おつり,L09,名词,,,,,,,找的零钱,1,1,"(お釣り,おつり)"
315,音,おと,,名词,,,,,,,声音、名声、通信,1,1,"(音,おと)"
316,お父さん,おとうさん,Ｌ15,名词,,,,,,,父亲,1,1,"(お父さん,おとうさん)"
317,弟,おとうと,五十音,名词,,,,,,,弟弟,1,1,"(弟,おとうと)"
318,男,おとこ,,名词,,,,,,,男子、男子汉,1,1,"(男,おとこ)"
319,落す,おとす,,动词,动1,,,,,他,扔下、落入、遗失、攻下,1,1,"(落す,おとす)"
320,訪れる,おとずれる,,动词,动2,,,,,自他,访问,1,1,"(訪れる,おとずれる)"
321,大人,おとな,,名词,,,,,,,大人,1,1,"(大人,おとな)"
322,おとなしい,おとなしい,,形容词,形1,,,,,,老实、温顺、乖巧,1,1,"(おとなしい,おとなしい)"
323,踊る,おどる,,动词,动1,,,,,自,跳舞、舞蹈,1,1,"(踊る,おどる)"
324,驚く,おどろく,,动词,动1,,,,,自,惊恐、吃惊,1,1,"(驚く,おどろく)"
325,お腹,おなか,,名词,,,,,,,肚子,1,1,"(お腹,おなか)"
326,同じ,おなじ,,形容词,形2,,,,,,相同、一样,1,1,"(同じ,おなじ)"
327,お兄さん,おにいさん,五十音,名词,,,,,,,哥哥,1,1,"(お兄さん,おにいさん)"
328,お姉さん,おねえさん,五十音,名词,,,,,,,姐姐,1,1,"(お姉さん,おねえさん)"
329,叔母,おば,,名词,,,,,,,婶婶、阿姨、舅妈、姑妈,1,1,"(叔母,おば)"
330,お婆さん,おばあさん,,名词,,,,,,,奶奶、祖母,1,1,"(お婆さん,おばあさん)"
331,覚える,おぼえる,,动词,动2,,,,,他,记住、记得、学会、感到,1,1,"(覚える,おぼえる)"
332,お土産,おみやげ,,名词,,,,,,,土产、纪念品,1,1,"(お土産,おみやげ)"
333,重い,おもい,,形容词,形1,,,,,,重、沉、重要、重大,1,1,"(重い,おもい)"
334,思い浮かべる,おもいうかべる,,动词,动2,,,,,他,回忆起,1,1,"(思い浮かべる,おもいうかべる)"
335,思い切る,おもいきる,,动词,动1,,,,,他,断念、死心,1,1,"(思い切る,おもいきる)"
336,思い出す,おもいだす,,动词,动1,,,,,他,想起、想出,1,1,"(思い出す,おもいだす)"
337,思い出,おもいで,,名词,,,,,,,回忆,1,1,"(思い出,おもいで)"
338,思いやる,おもいやる,,动词,动1,,,,,他,遥念、体贴,1,1,"(思いやる,おもいやる)"
339,思う,おもう,,动词,动1,,,,,他,认为、觉得、思念,1,1,"(思う,おもう)"
340,面白い,おもしろい,Ｌ13-3,形容词,形1,,,,,,有趣的,1,1,"(面白い,おもしろい)"
341,玩具,おもちゃ,,名词,,,,,,,玩具,1,1,"(玩具,おもちゃ)"
342,表,おもて,,名词,,,,,,,事物的外表、外面,2,1,"(表,おもて)"
343,主な,おもな,,连体词,,,,,,,主要的、重要的,1,1,"(主な,おもな)"
344,思わず,おもわず,,副词,,,,,,,禁不住,1,1,"(思わず,おもわず)"
345,親,おや,,名词,,,,,,,父母、双亲、祖先、根源、庄家,1,1,"(親,おや)"
346,泳ぐ,およぐ,Ｌ11,动词,动1,,,,,自,游泳,1,1,"(泳ぐ,およぐ)"
347,およそ,およそ,,名词,,副词,,,,,大约,1,1,"(およそ,およそ)"
348,及び,および,,连词,,,,,,,以及、和,1,1,"(及び,および)"
349,下りる,おりる,,动词,动2,,,,,自,下来、弃权,1,1,"(下りる,おりる)"
350,降りる,おりる,,动词,动2,,,,,自,下来（从交通工具上）,1,1,"(降りる,おりる)"
351,オリンピック,おりんぴっく,,名词,,,,,,,奥运会,1,1,"(オリンピック,おりんぴっく)"
352,折る,おる,,动词,动1,,,,,他,折断、折叠,1,1,"(折る,おる)"
353,折れる,おれる,,动词,动2,,,,,自,折断,1,1,"(折れる,おれる)"
354,下ろす,おろす,,动词,动1,,,,,他,取下、拿下,1,1,"(下ろす,おろす)"
355,降ろす,おろす,,动词,动1,,,,,他,降下、卸下,1,1,"(降ろす,おろす)"
356,終わり,おわり,,名词,,,,,,,终了、末尾,1,1,"(終わり,おわり)"
357,終わる,おわる,Ｌ12,动词,动1,,,,,自,结束,1,1,"(終わる,おわる)"
358,音楽,おんがく,,名词,,,,,,,音乐,1,1,"(音楽,おんがく)"
359,温泉,おんせん,,名词,,,,,,,温泉,1,1,"(温泉,おんせん)"
360,温度,おんど,,名词,,,,,,,温度,1,1,"(温度,おんど)"
361,女,おんな,,名词,,,,,,,女人,1,1,"(女,おんな)"
362,科,か,,名词,,,,,,,科、系、部,1,1,"(科,か)"
363,カーテン,かーてん,,名词,,,,,,,帘子,1,1,"(カーテン,かーてん)"
364,カード,かーど,,名词,,,,,,,卡片,1,1,"(カード,かーど)"
365,会,かい,,名词,,,,,,,会,1,1,"(会,かい)"
366,貝,かい,,名词,,,,,,,贝壳,1,1,"(貝,かい)"
367,階,かい,,名词,,,,,,,~楼、~层,1,1,"(階,かい)"
368,回,かい,,名词,,,,,,,~次,1,1,"(回,かい)"
369,海岸,かいがん,,名词,,,,,,,海岸,1,1,"(海岸,かいがん)"
370,会議,かいぎ,,名词,,,,,,,会议,1,1,"(会議,かいぎ)"
371,解決,かいけつ,,名词,,动词,动3,,,他,解决,1,1,"(解決,かいけつ)"
372,外交,がいこう,,名词,,,,,,,外交,1,1,"(外交,がいこう)"
373,外国,がいこく,五十音,名词,,,,,,,外国,1,1,"(外国,がいこく)"
374,海産物,かいさんぶつ,,名词,,,,,,,水产、海产,1,1,"(海産物,かいさんぶつ)"
375,会社,かいしゃ,Ｌ14,名词,,,,,,,公司,1,1,"(会社,かいしゃ)"
376,外出,がいしゅつ,,名词,,动词,动3,,,自,外出,1,1,"(外出,がいしゅつ)"
377,会場,かいじょう,,名词,,,,,,,会场,1,1,"(会場,かいじょう)"
378,海水浴,かいすいよく,,名词,,,,,,,海水浴,1,1,"(海水浴,かいすいよく)"
379,階段,かいだん,,名词,,,,,,,楼梯,1,1,"(階段,かいだん)"
380,ガイド,がいど,,名词,,动词,动3,,,他,向导、导游,1,1,"(ガイド,がいど)"
381,開発,かいはつ,,名词,,动词,动3,,,他,开发,1,1,"(開発,かいはつ)"
382,回復,かいふく,,名词,,动词,动3,,,自他,恢复,1,1,"(回復,かいふく)"
383,買い物,かいもの,,名词,,动词,动3,,,自,购物,1,1,"(買い物,かいもの)"
384,外来語,がいらいご,,名词,,,,,,,外来语,1,1,"(外来語,がいらいご)"
385,会話,かいわ,,名词,,动词,动3,,,自,会话,1,1,"(会話,かいわ)"
386,買う,かう,Ｌ10,动词,动1,,,,,他,买,1,1,"(買う,かう)"
387,飼う,かう,,动词,动1,,,,,他,饲养,1,1,"(飼う,かう)"
388,帰す,かえす,,动词,动1,,,,,他,让～回去,1,1,"(帰す,かえす)"
389,返す,かえす,,动词,动1,,,,,他,归还,1,1,"(返す,かえす)"
390,替える,かえる,,动词,动2,,,,,他,更换、替换,1,1,"(替える,かえる)"
391,変える,かえる,,动词,动2,,,,,他,改变,1,1,"(変える,かえる)"
392,帰る,かえる,Ｌ08,动词,动1,,,,,自,回去,1,1,"(帰る,かえる)"
393,顔,かお,Ｌ13-2,名词,,,,,,,脸,1,1,"(顔,かお)"
394,化学,かがく,,名词,,,,,,,化学,1,1,"(化学,かがく)"
395,科学,かがく,,名词,,,,,,,科学,1,1,"(科学,かがく)"
396,鏡,かがみ,,名词,,,,,,,镜子,1,1,"(鏡,かがみ)"
397,輝かしい,かがやかしい,,形容词,形1,,,,,,辉煌的,1,1,"(輝かしい,かがやかしい)"
398,輝く,かがやく,,动词,动1,,,,,自,闪耀、发光,1,1,"(輝く,かがやく)"
399,係,かかり,,名词,,,,,,,负责人,1,1,"(係,かかり)"
400,掛かる,かかる,,动词,动1,,,,,自,悬挂、关联,1,1,"(掛かる,かかる)"
401,かかる,かかる,,动词,动1,,,,,自,花费、着手,1,1,"(かかる,かかる)"
402,柿,かき,五十音,名词,,,,,,,柿子,1,1,"(柿,かき)"
403,鍵,かぎ,五十音,名词,,,,,,,钥匙,1,1,"(鍵,かぎ)"
404,限りない,かぎりない,,形容词,形1,,,,,,无限的、无穷的,1,1,"(限りない,かぎりない)"
405,限る,かぎる,,动词,动1,,,,,自,局限、限于,1,1,"(限る,かぎる)"
406,書く,かく,五十音,动词,动1,,,,,他,书写,1,1,"(書く,かく)"
407,家具,かぐ,,名词,,,,,,,家具,1,1,"(家具,かぐ)"
408,かぐ,かぐ,,动词,动1,,,,,他,闻、嗅,1,1,"(かぐ,かぐ)"
409,確実,かくじつ,,形容词,形2,,,,,,确实的,1,1,"(確実,かくじつ)"
410,学者,がくしゃ,,名词,,,,,,,学者,1,1,"(学者,がくしゃ)"
411,学習,がくしゅう,,名词,,动词,动3,,,他,学习,1,1,"(学習,がくしゅう)"
412,隠す,かくす,,动词,动1,,,,,他,掩藏、掩饰,1,1,"(隠す,かくす)"
413,学生,がくせい,L03,名词,,,,,,,大学生,1,1,"(学生,がくせい)"
414,学問,がくもん,,名词,,,,,,,学问,1,1,"(学問,がくもん)"
415,隠れる,かくれる,,动词,动2,,,,,自,隐藏、躲藏,1,1,"(隠れる,かくれる)"
416,影,かげ,,名词,,,,,,,影子,1,1,"(影,かげ)"
417,崖,がけ,,名词,,,,,,,悬崖,1,1,"(崖,がけ)"
418,掛ける,かける,,动词,动2,,,,,他,悬挂,1,1,"(掛ける,かける)"
419,駆ける,かける,,动词,动2,,,,,自,奔跑、奔驰,1,1,"(駆ける,かける)"
420,欠ける,かける,,动词,动2,,,,,自,欠缺,1,1,"(欠ける,かける)"
421,かける,かける,,缀词(后),,,,,,,表示中途停止、做到一半,1,1,"(かける,かける)"
422,過去,かこ,,名词,,,,,,,过去,1,1,"(過去,かこ)"
423,かご,かご,,名词,,,,,,,笼子、篮子,1,1,"(かご,かご)"
424,囲む,かこむ,,动词,动1,,,,,他,包围,1,1,"(囲む,かこむ)"
425,傘,かさ,,名词,,,,,,,伞,1,1,"(傘,かさ)"
426,重なる,かさなる,,动词,动1,,,,,自,重叠、重复,1,1,"(重なる,かさなる)"
427,重ねる,かさねる,,动词,动2,,,,,他,使重叠、使重复,1,1,"(重ねる,かさねる)"
428,飾る,かざる,,动词,动1,,,,,他,装饰、点缀,1,1,"(飾る,かざる)"
429,火山,かざん,,名词,,,,,,,火山,1,1,"(火山,かざん)"
430,家事,かじ,,名词,,,,,,,家务,1,1,"(家事,かじ)"
431,賢い,かしこい,,形容词,形1,,,,,,聪明的,1,1,"(賢い,かしこい)"
432,貸し出し,かしだし,,名词,,,,,,,出租、出借,1,1,"(貸し出し,かしだし)"
433,貸す,かす,,动词,动1,,,,,他,借给,1,1,"(貸す,かす)"
434,ガス,がす,,名词,,,,,,,煤气、瓦斯,1,1,"(ガス,がす)"
435,数,かず,,名词,,,,,,,数量,1,1,"(数,かず)"
436,風邪,かぜ,,名词,,,,,,,感冒,1,1,"(風邪,かぜ)"
437,風,かぜ,,名词,,,,,,,风,1,1,"(風,かぜ)"
438,数える,かぞえる,,动词,动2,,,,,他,数,1,1,"(数える,かぞえる)"
439,家族,かぞく,五十音,名词,,,,,,,家族、家人,1,1,"(家族,かぞく)"
440,ガソリン,がそりん,,名词,,,,,,,汽油,1,1,"(ガソリン,がそりん)"
441,方,かた,L07,缀词(后),,,,,,,～的方法,2,1,"(方,かた)"
442,肩,かた,,名词,,,,,,,肩膀,1,1,"(肩,かた)"
443,固い,かたい,,形容词,形1,,,,,,硬的、坚固的,1,1,"(固い,かたい)"
444,片仮名,かたかな,,名词,,,,,,,片假名,1,1,"(片仮名,かたかな)"
445,形,かたち,,名词,,,,,,,形状,1,1,"(形,かたち)"
446,片づける,かたづける,,动词,动2,,,,,他,收拾、整理,1,1,"(片づける,かたづける)"
447,傾く,かたむく,,动词,动1,,,,,自,倾斜,1,1,"(傾く,かたむく)"
448,語る,かたる,,动词,动1,,,,,他,说、讲述,1,1,"(語る,かたる)"
449,価値,かち,,名词,,,,,,,价值,1,1,"(価値,かち)"
450,がち,がち,,缀词(后),,,,,,,容易～,1,1,"(がち,がち)"
451,勝つ,かつ,,动词,动1,,,,,自,赢,1,1,"(勝つ,かつ)"
452,がっかり,がっかり,,副词,,动词,动3,,,自,失望,1,1,"(がっかり,がっかり)"
453,楽器,がっき,,名词,,,,,,,乐器,1,1,"(楽器,がっき)"
454,格好,かっこう,,名词,,,,,,,外形、打扮,1,1,"(格好,かっこう)"
455,学校,がっこう,,名词,,,,,,,学校,1,1,"(学校,がっこう)"
456,勝手,かって,,名词,,形容词,形2,,,,随意,1,1,"(勝手,かって)"
457,活動,かつどう,,名词,,动词,动3,,,自,活动,1,1,"(活動,かつどう)"
458,家庭,かてい,,名词,,,,,,,家庭,1,1,"(家庭,かてい)"
459,角,かど,,名词,,,,,,,角落,1,1,"(角,かど)"
460,仮名,かな,,名词,,,,,,,假名,1,1,"(仮名,かな)"
461,家内,かない,,名词,,,,,,,内人,1,1,"(家内,かない)"
462,悲しい,かなしい,,形容词,形1,,,,,,悲伤的,1,1,"(悲しい,かなしい)"
463,必ず,かならず,,副词,,,,,,,必然、一定,1,1,"(必ず,かならず)"
464,かなり,かなり,,副词,,,,,,,非常,1,1,"(かなり,かなり)"
465,金持ち,かねもち,,名词,,,,,,,有钱人,1,1,"(金持ち,かねもち)"
466,可能,かのう,,名词,,形容词,形2,,,,可能,1,1,"(可能,かのう)"
467,鞄・カバン,かばん,L01,名词,,,,,,,包,1,1,"(鞄・カバン,かばん)"
468,かぶる,かぶる,,动词,动1,,,,,他,戴,1,1,"(かぶる,かぶる)"
469,壁,かべ,,名词,,,,,,,墙壁、隔阂,1,1,"(壁,かべ)"
470,構う,かまう,,动词,动1,,,,,他,管、顾及,1,1,"(構う,かまう)"
471,我慢,がまん,,名词,,动词,动3,,,他,忍耐,1,1,"(我慢,がまん)"
472,神,かみ,,名词,,,,,,,神,1,1,"(神,かみ)"
473,紙,かみ,,名词,,,,,,,纸,1,1,"(紙,かみ)"
474,髪,かみ,,名词,,,,,,,头发,1,1,"(髪,かみ)"
475,雷,かみなり,,名词,,,,,,,雷,1,1,"(雷,かみなり)"
476,かむ,かむ,,动词,动1,,,,,他,咬,1,1,"(かむ,かむ)"
477,ガム,がむ,,名词,,,,,,,口香糖,1,1,"(ガム,がむ)"
478,カメラ,かめら,,名词,,,,,,,照相机,1,1,"(カメラ,かめら)"
479,科目,かもく,,名词,,,,,,,科目,1,1,"(科目,かもく)"
480,かゆ,かゆ,,名词,,,,,,,粥,1,1,"(かゆ,かゆ)"
481,かゆい,かゆい,,形容词,形1,,,,,,痒的,1,1,"(かゆい,かゆい)"
482,通う,かよう,,动词,动1,,,,,自,往返、流通,1,1,"(通う,かよう)"
483,空,から,,名词,,,,,,,空、空洞,2,1,"(空,から)"
484,カラー,からー,,名词,,,,,,,颜色,1,1,"(カラー,からー)"
485,辛い,からい,,形容词,形1,,,,,,辣的,1,1,"(辛い,からい)"
486,カラオケ,からおけ,,名词,,,,,,,卡拉OK,1,1,"(カラオケ,からおけ)"
487,ガラス,がらす,,名词,,,,,,,玻璃,1,1,"(ガラス,がらす)"
488,体,からだ,,名词,,,,,,,身体,1,1,"(体,からだ)"
489,借りる,かりる,,动词,动2,,,,,他,借用,1,1,"(借りる,かりる)"
490,がる,がる,,缀词(后),,,,,,,觉得～,1,1,"(がる,がる)"
491,軽い,かるい,,形容词,形1,,,,,,轻的,1,1,"(軽い,かるい)"
492,枯れる,かれる,,动词,动2,,,,,自,枯萎,1,1,"(枯れる,かれる)"
493,カレンダー,かれんだー,,名词,,,,,,,日历,1,1,"(カレンダー,かれんだー)"
494,皮,かわ,,名词,,,,,,,皮,1,1,"(皮,かわ)"
495,川,かわ,五十音,名词,,,,,,,河,1,1,"(川,かわ)"
496,側,がわ,,名词,,,,,,,边、侧,2,2,"(側,がわ)"
497,側,がわ,,缀词(后),,,,,,,～边、～侧,2,2,"(側,がわ)"
498,かわいい,かわいい,,形容词,形1,,,,,,可爱的,1,1,"(かわいい,かわいい)"
499,かわいそう,かわいそう,,形容词,形2,,,,,,可怜的,1,1,"(かわいそう,かわいそう)"
500,乾かす,かわかす,,动词,动1,,,,,他,晒干、晾干,1,1,"(乾かす,かわかす)"
501,乾く,かわく,,动词,动1,,,,,自,变干,1,1,"(乾く,かわく)"
502,代わり,かわり,,名词,,,,,,,替代者、替代品,1,1,"(代わり,かわり)"
503,替わる,かわる,,动词,动1,,,,,自,更换、代替,1,1,"(替わる,かわる)"
504,変わる,かわる,,动词,动1,,,,,自,改变,1,1,"(変わる,かわる)"
505,間,かん,,名词,,,,,,,间隔、间隙,2,1,"(間,かん)"
506,缶,かん,,名词,,,,,,,罐头,1,1,"(缶,かん)"
507,考える,かんがえる,,动词,动2,,,,,他,思考,1,1,"(考える,かんがえる)"
508,感覚,かんかく,,名词,,,,,,,感觉,1,1,"(感覚,かんかく)"
509,環境,かんきょう,,名词,,,,,,,环境,1,1,"(環境,かんきょう)"
510,関係,かんけい,,名词,,动词,动3,,,自,关系,1,1,"(関係,かんけい)"
511,観光,かんこう,,名词,,动词,动3,,,他,观光,1,1,"(観光,かんこう)"
512,看護士,かんごし,,名词,,,,,,,护士,1,1,"(看護士,かんごし)"
